ATP2B4	493
ATP4A	495
ATP4B	496
ATP5A1	498
ALDH7A1	501
EDN3	1908
EDNRA	1909
EDNRB	1910
PHC1	1911
PHC2	1912
EEC1	1913
EEC2	1914
EEF1A1	1915
EEF1A2	1917
EEF1A3	1918
EEF1B2P1	1932
EEF1B2	1933
EEF1B2P2	1934
EEF1D	1936
EEF1G	1937
EEF2	1938
EIF2D	1939
EEGV1	1940
EFNA1	1942
EFNA2	1943
EFNA3	1944
EFNA4	1945
EFNA5	1946
EFNB1	1947
EFNB2	1948
EFNB3	1949
EGF	1950
CELSR3	1951
CELSR2	1952
MEGF6	1953
MEGF8	1954
MEGF9	1955
EGFR	1956
EGI	1957
EGR1	1958
EGR2	1959
EGR3	1960
EGR4	1961
EHHADH	1962
EIF1AX	1964
EIF2S1	1965
EIF2B1	1967
EIF2S3	1968
EPHA2	1969
EIF4A1	1973
EIF4A2	1974
EIF4B	1975
EIF4E	1977
EIF4EBP1	1978
EIF4EBP2	1979
EIF4EP1	1980
FMO1	2326
FMO2	2327
FMO3	2328
FMO4	2329
FMO5	2330
FMOD	2331
FMR1	2332
AFF2	2334
FN1	2335
FND	2336
FNTA	2339
FNTAP2	2341
FNTB	2342
FOLH1	2346
FOLR1	2348
FOLR2	2350
FOLR3	2352
FOS	2353
FOSB	2354
FOSL2	2355
FPGS	2356
FPR1	2357
FPR2	2358
FPR3	2359
FRA1A	2360
FRA1B	2361
FRA1C	2362
FRA1D	2363
FRA1E	2364
FRA1F	2365
FRA1G	2366
FRA1H	2367
FRA1I	2368
FRA1J	2369
FRA1K	2370
FRA1L	2371
FRA1M	2372
FRA2A	2373
FRA2B	2374
FRA2C	2375
FRA2D	2376
FRA2E	2377
FRA2F	2378
FRA2G	2379
FRA2H	2380
FRA2I	2381
FRA2J	2382
FRA2K	2383
FRA3A	2384
FRA3C	2386
ATP5A1P2	504
ATP5B	506
ATP5BP1	507
ATP5C1	509
ATP5D	513
ATP5E	514
ATP5F1	515
ATP5G1	516
ATP5G2	517
ATP5G3	518
ATP5G2P1	520
ATP5I	521
ATP5J	522
ATP6V1A	523
ATP6V1B1	525
ATP6V1B2	526
ATP6V0C	527
ATP6V1C1	528
ENUR2	2032
ATP6V1E1	529
ATP6V0B	533
ATP6V1G2	534
ATP6V0A1	535
ATP6AP1	537
ATP7A	538
ATP5O	539
ATP7B	540
ALDH7A1P1	541
ALDH7A1P2	542
ALDH7A1P3	543
ALDH7A1P4	544
ATR	545
ATRX	546
KIF1A	547
AUH	549
AUP1	550
AVP	551
AVPR1A	552
AVPR1B	553
AVPR2	554
AXL	558
AZF1	560
AZGP1	563
AZU1	566
B2M	567
EIF4G1	1981
EIF4G2	1982
EIF5	1983
EIF5A	1984
EIF5AP2	1986
EIF5AP3	1987
CELA1	1990
ELANE	1991
SERPINB1	1992
ELAVL2	1993
ELAVL1	1994
ELAVL3	1995
ELAVL4	1996
ELF1	1997
ELF2	1998
ELF3	1999
ELF4	2000
ELF5	2001
ELK1	2002
ELK2AP	2003
ELK3	2004
ELK4	2005
ELN	2006
EML1	2009
EMD	2010
MARK2	2011
EMP1	2012
EMP2	2013
EMP3	2014
EMR1	2015
EMX1	2016
CTTN	2017
EMX2	2018
EN1	2019
EN2	2020
ENDOG	2021
ENG	2022
ENO1	2023
ENO1P1	2025
ENO2	2026
ENO3	2027
ENPEP	2028
ENSA	2029
SLC29A1	2030
EP300	2033
EPAS1	2034
EPB41	2035
EPB41L1	2036
EPB41L2	2037
FRA3D	2387
FRA4A	2388
FRA4B	2389
FRA4C	2390
FRA4D	2391
FRA5A	2393
FRA5B	2394
FXN	2395
FRA5C	2396
FRA5D	2397
FRA5E	2398
FRA5F	2399
FRA5G	2400
FRA6A	2401
FRA6B	2402
FRA6C	2403
FRA6D	2404
FRA6E	2405
FRA6F	2406
FRA6G	2407
FRA7A	2408
FRA7B	2409
FRA7C	2410
FRA7D	2411
FRA7E	2412
FRA7F	2413
FRA7G	2414
FRA7H	2415
FRA7I	2416
FRA7J	2417
FRA8A	2418
FRA8B	2419
FRDA2	2420
FRA8C	2421
FRA8D	2422
FRA8E	2423
FRA9A	2425
FRA9B	2426
FRA9C	2427
FRA9D	2428
FRA9E	2429
FRA9F	2430
FRA10A	2431
FRA10B	2432
FRA10C	2433
FRA10D	2434
B2MR	568
BAAT	570
BACH1	571
BAD	572
BAG1	573
BAGE	574
BAI1	575
BAI2	576
BAI3	577
BAK1	578
NKX3-2	579
BARD1	580
BAX	581
BBS1	582
BBS2	583
BBS4	585
BCAT1	586
BCAT2	587
BCHE	590
BCKDHA	593
BCKDHB	594
CCND1	595
BCL2	596
BCL2A1	597
BCL2L1	598
BCL2L2	599
BAK1P1	600
BAK1P2	601
BCL3	602
BCL5	603
BCL6	604
BCL7A	605
NBEAP1	606
BCL9	607
TNFRSF17	608
HCN2	610
OPN1SW	611
BCR	613
BCRP4	616
BCS1L	617
BCYRN1	618
BCYRN1P1	619
BCYRN1P2	620
BDH1	622
BDKRB1	623
BDKRB2	624
BDMR	626
BDNF	627
BEVI	628
CFB	629
BFSP1	631
CEACAMP8	1096
CEACAMP9	1097
CEACAMP10	1098
CHAD	1101
EPB42	2038
EPB49	2039
STOM	2040
EPHA1	2041
EPHA3	2042
EPHA4	2043
EPHA5	2044
EPHA7	2045
EPHA8	2046
EPHB1	2047
EPHB2	2048
EPHB3	2049
EPHB4	2050
EPHB6	2051
EPHX1	2052
EPHX2	2053
STX2	2054
CLN8	2055
EPO	2056
EPOR	2057
EPRS	2058
EPS8	2059
EPS15	2060
NR2F6	2063
CACNB3	784
CACNB4	785
CACNG1	786
SLC25A20	788
SLC25A20P1	789
CAD	790
CALB1	793
CALB2	794
S100G	795
CALCA	796
CALCB	797
CALCP	798
CALCR	799
CALD1	800
CALM1	801
CALM1P1	802
CALM1P2	804
CALM2	805
CALM2P2	806
CALM2P3	807
CALM3	808
CALML3	810
CALR	811
CALU	813
CAMK4	814
CAMK2A	815
CAMK2B	816
CAMK2D	817
CAMK2G	818
CAMLG	819
CAMP	820
CANX	821
FRA10E	2435
FRA10F	2436
FRA10G	2437
FRA11A	2438
FRA11B	2439
FRA11C	2440
FRA11D	2441
FRA11E	2442
FRA11F	2443
FRK	2444
FRA11G	2445
FRA11H	2446
FRA11I	2447
FRA12A	2448
FRA12B	2449
FRA12C	2450
FRA12D	2451
FRA12E	2452
FRA13A	2453
FRA13B	2454
FRA13C	2455
FRA13D	2456
FRA14B	2457
FRA14C	2458
FRA15A	2459
FRA16A	2460
FRA16B	2461
FRA16C	2462
FRA16D	2463
FRA16E	2464
FRA17A	2465
FRA17B	2466
FRA18A	2467
FRA18B	2468
FRA19A	2469
FRA19B	2470
FRA20A	2471
FRA20B	2472
FRA22A	2473
FRA22B	2474
MTOR	2475
FRAXA	2477
FRAXB	2478
RCBTB2	1102
CHAT	1103
RCC1	1104
CHD1	1105
CHD2	1106
CHD3	1107
CHD4	1108
AKR1C4	1109
CHE2	1110
CHEK1	1111
FOXN3	1112
CHGA	1113
CHGB	1114
CHI3L1	1116
CHI3L2	1117
CHIT1	1118
CHKA	1119
CHKB	1120
CHM	1121
CHML	1122
CHN1	1123
CHN2	1124
CHR	1125
CHRM1	1128
CHRM2	1129
LYST	1130
CHRM3	1131
CHRM4	1132
CHRM5	1133
CHRNA1	1134
CHRNA2	1135
CHRNA3	1136
CHRNA4	1137
CHRNA5	1138
CHRNA7	1139
CHRNB1	1140
CHRNB2	1141
CHRNB3	1142
CHRNB4	1143
CHRND	1144
CHRNE	1145
CHRNG	1146
CHUK	1147
CIDEA	1149
CKB	1152
CIRBP	1153
CISH	1154
TBCB	1155
CKBE	1156
CKBP1	1157
CKM	1158
CKMT1B	1159
CAPG	822
CAPN1	823
CAPN2	824
CAPN3	825
CAPNS1	826
CAPN6	827
CAPS	828
CAPZA1	829
CAPZA2	830
CAST	831
CAPZB	832
CARS	833
CASP1	834
CASP2	835
CASP3	836
CASP4	837
CASP5	838
CASP6	839
CASP7	840
CASP8	841
CASP9	842
CASP10	843
CASQ1	844
CASQ2	845
CASR	846
CAT	847
CATR1	856
CAV1	857
CAV2	858
CAV3	859
RUNX2	860
RUNX1	861
RUNX1T1	862
CBFA2T3	863
RUNX3	864
CBFB	865
SERPINA6	866
CBL	867
CBLB	868
CBLN1	869
SERPINH1	871
CBR1	873
CBR3	874
CBS	875
CCA1	878
CCIN	881
CCAL1	882
CCBL1	883
CCK	885
CCKAR	886
CCKBR	887
KRIT1	889
CCNA2	890
G6PR	2541
SLC37A4	2542
GAGE1	2543
G7P1	2546
XRCC6	2547
GAA	2548
GAB1	2549
GABBR1	2550
GABPA	2551
GABPB1	2553
GABRA1	2554
GABRA2	2555
GABRA3	2556
GABRA4	2557
GABRA5	2558
GABRA6	2559
GABRB1	2560
GABRB2	2561
GABRB3	2562
GABRD	2563
GABRE	2564
GABRG1	2565
GABRG2	2566
GABRG3	2567
GABRP	2568
GABRR1	2569
GABRR2	2570
GAD1	2571
GAD2	2572
GAGE2C	2574
GAGE3	2575
GAGE4	2576
GAGE5	2577
GAGE6	2578
GAGE7	2579
GAK	2580
GALC	2581
GALE	2582
B4GALNT1	2583
GALK1	2584
GALK2	2585
GALR1	2587
GALNS	2588
GALNT1	2589
GALNT2	2590
GALNT3	2591
GALT	2592
GAMT	2593
GANC	2595
GAP43	2596
CKMT2	1160
ERCC8	1161
CKS1B	1163
CKS2	1164
SCAR2	1165
SCAX1	1166
CLA3	1167
AP2M1	1173
AP1S1	1174
AP2S1	1175
AP3S1	1176
CLC	1178
CLCA1	1179
CLCN1	1180
CLCN2	1181
CLCN3	1182
CLCN4	1183
CLCN5	1184
CLCN6	1185
CLCN7	1186
CLCNKA	1187
CLCNKB	1188
CLU	1191
CLIC1	1192
CLIC2	1193
CLK1	1195
CLK2	1196
CLK2P	1197
CLK3	1198
TPP1	1200
CLN3	1201
CLN4	1202
CLN5	1203
CLNS1AP1	1204
CLNS1A	1207
CLPS	1208
CLPTM1	1209
CLTA	1211
CLTB	1212
CLTC	1213
CMA1	1215
CMD1B	1218
CMD1C	1219
CMD1F	1222
CMD2A	1224
CCR1	1230
CCR3	1232
CCR4	1233
CCR5	1234
CCR6	1235
CCR7	1236
CCR8	1237
CCBP2	1238
CMKLR1	1240
LTB4R	1241
CMM	1243
CCNB1	891
CCNC	892
CCND2	894
CCND2P	895
CCND3	896
CCND3P	897
CCNE1	898
CCNF	899
CCNG1	900
CCNG2	901
CCNH	902
CCNT1	904
CCNT2	905
CCT	907
CCT6A	908
CD1A	909
CD1B	910
CD1C	911
CD1D	912
CD1E	913
CD2	914
CD3D	915
CD3E	916
CD3G	917
CD3W	918
CD247	919
CD4	920
CD5	921
CD5L	922
CD6	923
CD7	924
CD8A	925
CD8B	926
CD8BP	927
CD9	928
CD14	929
CD19	930
MS4A1	931
MS4A3	932
CD22	933
CD24L1	935
CD24P2	936
CD24P3	937
CD24P4	938
CD27	939
CD28	940
CD80	941
CD86	942
TNFRSF8	943
TNFSF8	944
CD33	945
SIGLEC6	946
CD34	947
CD36	948
SCARB1	949
SCARB2	950
CD37	951
CD38	952
ENTPD1	953
ENTPD2	954
ENTPD6	955
ENTPD3	956
ENTPD5	957
CD40	958
CD40LG	959
CD44	960
FRAXC	2479
FRAXD	2480
FRAXE	2481
FRG1	2483
FRZB	2487
FSHB	2488
FSHMD1A	2489
FSHMD1B	2490
CENPI	2491
FSHR	2492
NR5A2	2494
FTH1	2495
FTH1P1	2496
FTH1P2	2497
FTH1P3	2498
FTH1P4	2499
FTH1P7	2500
FTH1P8	2501
FTH1P10	2502
FTH1P11	2503
FTH1P12	2504
FTH1P15	2507
FTH1P16	2508
FTH1P5	2509
FTH1P21	2510
FTL	2512
ADAM2	2515
NR5A1	2516
FUCA1	2517
FUCA1P1	2518
FUCA2	2519
GAST	2520
FUS	2521
FUSE	2522
FUT1	2523
FUT2	2524
FUT3	2525
FUT4	2526
FUT5	2527
FUT6	2528
FUT7	2529
FUT8	2530
KDSR	2531
DARC	2532
FYB	2533
FYN	2534
FZD2	2535
IFI6	2537
G6PC	2538
G6PD	2539
G6PDL	2540
ABCC2	1244
CMR1A	1245
CMR2A	1246
CMR3A	1247
CMTX2	1253
CMTX3	1254
CNA1	1255
CNC	1257
CNGB1	1258
CNGA1	1259
CNGA2	1260
CNGA3	1261
CNGA4	1262
PLK3	1263
CNN1	1264
CNN2	1265
CNN3	1266
CNP	1267
CNR1	1268
CNR2	1269
CNTF	1270
CNTFR	1271
CNTN1	1272
COD2	1275
COL1A1	1277
COL1A2	1278
COL1AR	1279
COL2A1	1280
COL3A1	1281
COL4A1	1282
CTD	1283
COL4A2	1284
COL4A3	1285
COL4A4	1286
COL4A5	1287
COL4A6	1288
COL5A1	1289
COL5A2	1290
COL6A1	1291
COL6A2	1292
COL6A3	1293
PLIN2	123
COL7A1	1294
COL8A1	1295
COL8A2	1296
COL9A1	1297
COL9A2	1298
COL9A3	1299
COL10A1	1300
COL11A1	1301
COL11A2	1302
COL12A1	1303
COL13A1	1305
COL15A1	1306
COL16A1	1307
COL17A1	1308
COL19A1	1310
COMP	1311
CD47	961
CD48	962
CD53	963
CD58	965
CD59	966
CD63	967
CD68	968
CD69	969
CD70	970
CD72	971
CD74	972
CD79A	973
CD79B	974
CD81	975
CD97	976
CD151	977
CDA	978
CDAN3	981
CDB2	982
CDK1	983
CDK11B	984
LRBA	987
CDC5L	988
SEPT7	989
CDC6	990
CDC20	991
CDC25A	993
CDC25B	994
CDC25C	995
CDC27	996
CDC34	997
CDC42	998
CDH1	999
CDH2	1000
CDH3	1001
CDH4	1002
CDH5	1003
CDH6	1004
CDH7	1005
CDH8	1006
CDH9	1007
CDH10	1008
CDH11	1009
CDH12	1010
CDH12P2	1011
CDH13	1012
CDH15	1013
CDH16	1014
CDH17	1015
CDH18	1016
CDK2	1017
CDK3	1018
CDK4	1019
CDK5	1020
CDK6	1021
CDK7	1022
CDL2	1023
GAPDH	2597
GAPDHP60	2601
GAPDHP67	2609
GAPDHP69	2611
GAPDHP71	2613
LRRC32	2615
GAPDHP1	2616
GARS	2617
GART	2618
GAS1	2619
GAS2	2620
GAS6	2621
GAS8	2622
GATA1	2623
GATA2	2624
GATA3	2625
GATA4	2626
GATA6	2627
GATM	2628
GBA	2629
GBAP1	2630
GBAS	2631
GBE1	2632
GBP1	2633
GBP2	2634
GBP3	2635
GBX1	2636
GBX2	2637
GC	2638
GCDH	2639
GCG	2641
GCGR	2642
GCH1	2643
GCHFR	2644
GCK	2645
GCKR	2646
BLOC1S1	2647
KAT2A	2648
NR6A1	2649
GCNT1	2650
GCNT2	2651
OPN1MW	2652
GCSH	2653
GCY	2656
GDF1	2657
GDF2	2658
MSTN	2660
GDF9	2661
GDF10	2662
GDI1	2664
GDI2	2665
GDI2P1	2667
GDNF	2668
COMT	1312
COP	1313
COPA	1314
COPB1	1315
KLF6	1316
SLC31A1	1317
SLC31A2	1318
CORD1	1319
CORD4	1321
CORT	1325
MAP3K8	1326
COX4I1	1327
COX5B	1329
COX5BP1	1330
COX5BP2	1331
COX5BP3	1332
COX5BP4	1333
COX5BP6	1335
COX5BP7	1336
COX6A1	1337
COX6A1P1	1338
COX6A2	1339
COX6B1	1340
COX6B1P2	1342
COX6B1P3	1343
COX6C	1345
COX7A1	1346
COX7A2	1347
COX7A2P2	1348
COX7B	1349
COX7C	1350
COX8A	1351
COX10	1352
COX11	1353
COX15	1355
CP	1356
CPA1	1357
CPA2	1358
CPA3	1359
CPB1	1360
CPB2	1361
CPD	1362
CPE	1363
CLDN4	1364
CLDN3	1365
CLDN7	1366
CPM	1368
CPN1	1369
CPN2	1370
CPOX	1371
CPS1	1373
CDK8	1024
CDK9	1025
CDKN1A	1026
CDKN1B	1027
CDKN1C	1028
CDKN2A	1029
CDKN2B	1030
CDKN2C	1031
CDKN2D	1032
CDKN3	1033
CDO1	1036
CDR1	1038
CDR2	1039
CDS1	1040
CDSN	1041
CD52	1043
CDX1	1044
CDX2	1045
CDX4	1046
CLGN	1047
CEACAM5	1048
CEBPA	1050
CEBPB	1051
CEBPD	1052
CEBPE	1053
CEBPG	1054
CECR	1055
CEL	1056
CELP	1057
CENPA	1058
CENPB	1059
CENPC1	1060
CENPC1P1	1061
CENPE	1062
CENPF	1063
CES1	1066
CETN1	1068
CETN2	1069
CETN3	1070
CETP	1071
CFL1	1072
CFL2	1073
CFL1P5	1074
CTSC	1075
CFTR	1080
CGA	1081
CGB	1082
CGF1	1083
CEACAM3	1084
CEACAMP5	1085
CEACAMP11	1086
CEACAM7	1087
A1BG	1
A2M	2
A2MP1	3
NAT1	9
NAT2	10
AACP	11
SERPINA3	12
AADAC	13
AAMP	14
AANAT	15
AARS	16
AAVS1	17
ABAT	18
ABCA1	19
ABCA2	20
ABCA3	21
ABCB7	22
ABCF1	23
ABCA4	24
ABL1	25
ABP1	26
ABL2	27
ABO	28
ABR	29
ACAA1	30
ACACA	31
ACACB	32
ACADL	33
ACADM	34
ACADS	35
ACADSB	36
ACADVL	37
ACAT1	38
ACAT2	39
ACCN1	40
ACCN2	41
ACHE	43
ACLS	46
ACLY	47
ACO1	48
ACR	49
ACO2	50
ACOX1	51
ACP1	52
ACP2	53
ACP5	54
ACPP	55
ACRV1	56
ACTA1	58
ACTA2	59
ACTB	60
ACTBP2	62
ACTBP3	63
ACTBP4	64
ACTBP6	66
CPT1A	1374
CPT1B	1375
CPT2	1376
CR1	1378
CR1L	1379
CR2	1380
ALB	213
CRABP1	1381
CRABP2	1382
CRAT	1384
CREB1	1385
ATF2	1386
CREBBP	1387
ATF6B	1388
CREBL2	1389
CREM	1390
CRG	1391
CRH	1392
CRHBP	1393
CRHR1	1394
CRHR2	1395
CRIP1	1396
CRIP2	1397
CRK	1398
CRKL	1399
CRMP1	1400
CRP	1401
CRS	1403
HAPLN1	1404
CRX	1406
CRY1	1407
CRY2	1408
CRYAA	1409
CRYAB	1410
CRYBA1	1411
CRYBA2	1412
CRYBA4	1413
CRYBB1	1414
CRYBB2	1415
